0,1,2,3,4,counts
www.samsung.com,us,appstore,app,G00005521899,1
www.samsung.com,us,appstore,app,G00005521794,1
www.samsung.com,us,appstore,app,G00005393213,1
www.samsung.com,us,appstore,app,G00005314410,1
www.samsung.com,us,appstore,app,G00005234097,1
www.samsung.com,us,appstore,app,G00005206241,1
www.samsung.com,us,appstore,app,G00005164794,1
www.samsung.com,us,appstore,app,G00005044693,1
www.samsung.com,us,appstore,app,G00004990795,1
www.samsung.com,us,appstore,app,G00004525507,1
www.samsung.com,us,appstore,app,G00004499893,1
www.samsung.com,us,appstore,app,G00004499417,1
www.samsung.com,us,appstore,app,G00004470004,1
www.samsung.com,us,appstore,app,G00004449517,1
www.samsung.com,us,appstore,app,G00009574984,1
www.samsung.com,us,appstore,app,G00009669092,1
www.samsung.com,us,appstore,app,G00016233952,1
www.samsung.com,us,appstore,app,G00013754662,1
www.samsung.com,us,appstore,app,G00013616100,1
www.samsung.com,us,appstore,app,G00013674284,1
www.samsung.com,us,appstore,app,G00013732323,1
www.samsung.com,us,appstore,app,G00013744228,1
www.samsung.com,us,appstore,app,G00013754647,1
www.samsung.com,us,appstore,app,G00013754660,1
www.samsung.com,us,appstore,app,G00013761726,1
www.samsung.com,us,appstore,app,G00013560182,1
